基金代码,基金名称,单位净值,日增长率,近1月收益,近3月收益,近1年收益,更新时间
005919,"试数据 * @type {arry} *//*2025-11-01 12:54:32*/var ishb=false;/*基金或股票信息*/var fS_name = ""天弘中证500ETF联接C",0.0,0.0,0.0,0.0,0.0,2025-11-01
004815,"试数据 * @type {arry} *//*2025-11-01 12:47:01*/var ishb=false;/*基金或股票信息*/var fS_name = ""中欧红利优享混合C",0.0,0.0,0.0,0.0,0.0,2025-11-01
005300,"试数据 * @type {arry} *//*2025-11-01 12:50:20*/var ishb=false;/*基金或股票信息*/var fS_name = ""万家成长优选混合C",0.0,0.0,0.0,0.0,0.0,2025-11-01
004744,"试数据 * @type {arry} *//*2025-11-01 12:46:35*/var ishb=false;/*基金或股票信息*/var fS_name = ""易方达创业板ETF联接C",0.0,0.0,0.0,0.0,0.0,2025-11-01
005633,"试数据 * @type {arry} *//*2025-11-01 12:52:30*/var ishb=false;/*基金或股票信息*/var fS_name = ""建信中证500指数增强C",0.0,0.0,0.0,0.0,0.0,2025-11-01
004241,"试数据 * @type {arry} *//*2025-11-01 12:43:50*/var ishb=false;/*基金或股票信息*/var fS_name = ""中欧时代先锋股票C",0.0,0.0,0.0,0.0,0.0,2025-11-01
004348,"试数据 * @type {arry} *//*2025-11-01 12:44:25*/var ishb=false;/*基金或股票信息*/var fS_name = ""南方中证500ETF联接(LOF)C",0.0,0.0,0.0,0.0,0.0,2025-11-01
004237,"试数据 * @type {arry} *//*2025-11-01 12:43:49*/var ishb=false;/*基金或股票信息*/var fS_name = ""中欧新蓝筹混合C",0.0,0.0,0.0,0.0,0.0,2025-11-01
004343,"试数据 * @type {arry} *//*2025-11-01 12:44:22*/var ishb=false;/*基金或股票信息*/var fS_name = ""南方创业板ETF联接C",0.0,0.0,0.0,0.0,0.0,2025-11-01
004195,"试数据 * @type {arry} *//*2025-11-01 12:43:29*/var ishb=false;/*基金或股票信息*/var fS_name = ""招商中证1000指数增强C",0.0,0.0,0.0,0.0,0.0,2025-11-01
004235,"试数据 * @type {arry} *//*2025-11-01 12:43:48*/var ishb=false;/*基金或股票信息*/var fS_name = ""中欧价值智选混合C",0.0,0.0,0.0,0.0,0.0,2025-11-01
004433,"试数据 * @type {arry} *//*2025-11-01 12:44:56*/var ishb=false;/*基金或股票信息*/var fS_name = ""南方中证申万有色金属ETF发起联接C",0.0,0.0,0.0,0.0,0.0,2025-11-01
005763,"试数据 * @type {arry} *//*2025-11-01 12:53:28*/var ishb=false;/*基金或股票信息*/var fS_name = ""中欧电子信息产业沪港深股票C",0.0,0.0,0.0,0.0,0.0,2025-11-01
003766,"试数据 * @type {arry} *//*2025-11-01 12:41:05*/var ishb=false;/*基金或股票信息*/var fS_name = ""广发创业板ETF发起式联接C",0.0,0.0,0.0,0.0,0.0,2025-11-01
002096,"试数据 * @type {arry} *//*2025-11-01 12:28:55*/var ishb=false;/*基金或股票信息*/var fS_name = ""博时新收益C",0.0,0.0,0.0,0.0,0.0,2025-11-01
002052,"试数据 * @type {arry} *//*2025-11-01 12:28:30*/var ishb=false;/*基金或股票信息*/var fS_name = ""诺安稳健回报混合C",0.0,0.0,0.0,0.0,0.0,2025-11-01
003305,"试数据 * @type {arry} *//*2025-11-01 12:37:59*/var ishb=false;/*基金或股票信息*/var fS_name = ""前海开源沪港深核心资源混合C",0.0,0.0,0.0,0.0,0.0,2025-11-01
002036,"试数据 * @type {arry} *//*2025-11-01 12:28:26*/var ishb=false;/*基金或股票信息*/var fS_name = ""安信优势增长混合C",0.0,0.0,0.0,0.0,0.0,2025-11-01
002112,"试数据 * @type {arry} *//*2025-11-01 12:28:59*/var ishb=false;/*基金或股票信息*/var fS_name = ""德邦鑫星价值灵活配置混合C",0.0,0.0,0.0,0.0,0.0,2025-11-01
002170,"试数据 * @type {arry} *//*2025-11-01 12:29:30*/var ishb=false;/*基金或股票信息*/var fS_name = ""东吴移动互联混合C",0.0,0.0,0.0,0.0,0.0,2025-11-01
001770,"试数据 * @type {arry} *//*2025-11-01 12:26:06*/var ishb=false;/*基金或股票信息*/var fS_name = ""前海开源嘉鑫混合C",0.0,0.0,0.0,0.0,0.0,2025-11-01
001557,"试数据 * @type {arry} *//*2025-11-01 12:24:11*/var ishb=false;/*基金或股票信息*/var fS_name = ""天弘中证500指数增强C",0.0,0.0,0.0,0.0,0.0,2025-11-01
001618,"试数据 * @type {arry} *//*2025-11-01 12:24:43*/var ishb=false;/*基金或股票信息*/var fS_name = ""天弘中证电子ETF联接C",0.0,0.0,0.0,0.0,0.0,2025-11-01
001407,"试数据 * @type {arry} *//*2025-11-01 12:22:49*/var ishb=false;/*基金或股票信息*/var fS_name = ""景顺长城稳健回报混合C",0.0,0.0,0.0,0.0,0.0,2025-11-01
001593,"试数据 * @type {arry} *//*2025-11-01 12:24:30*/var ishb=false;/*基金或股票信息*/var fS_name = ""天弘创业板ETF联接C",0.0,0.0,0.0,0.0,0.0,2025-11-01
007356,"试数据 * @type {arry} *//*2025-11-01 13:04:22*/var ishb=false;/*基金或股票信息*/var fS_name = ""汇添富科技创新混合C",0.0,0.0,0.0,0.0,0.0,2025-11-01
001301,"试数据 * @type {arry} *//*2025-11-01 12:21:43*/var ishb=false;/*基金或股票信息*/var fS_name = ""大成睿景灵活配置混合C",0.0,0.0,0.0,0.0,0.0,2025-11-01
008187,"试数据 * @type {arry} *//*2025-11-01 13:09:24*/var ishb=false;/*基金或股票信息*/var fS_name = ""淳厚信睿混合C",0.0,0.0,0.0,0.0,0.0,2025-11-01
008981,"试数据 * @type {arry} *//*2025-11-01 13:13:40*/var ishb=false;/*基金或股票信息*/var fS_name = ""中邮科技创新精选混合C",0.0,0.0,0.0,0.0,0.0,2025-11-01
002207,"试数据 * @type {arry} *//*2025-11-01 12:29:49*/var ishb=false;/*基金或股票信息*/var fS_name = ""前海开源金银珠宝混合C",0.0,0.0,0.0,0.0,0.0,2025-11-01
