Date,Net_Value,Cost_Nav,Profit_Rate(%),Decision,RSI,MACD,BB,Big_Trend,Reason,Fund_Code
2022-11-25,1.6721,1.833,-8.78,因移动止盈卖出,44.75,死叉,中轨,强势,因移动止盈卖出,009645
2022-11-28,1.6867,1.833,-7.98,因移动止盈卖出,46.26,死叉,中轨,强势,因移动止盈卖出,009645
2022-11-29,1.6545,1.833,-9.74,因移动止盈卖出,43.44,死叉,中轨,弱势,因移动止盈卖出,009645
2022-11-30,1.6671,1.833,-9.05,因移动止盈卖出,44.86,死叉,中轨,弱势,因移动止盈卖出,009645
2022-12-01,1.6746,1.833,-8.64,因移动止盈卖出,45.73,死叉,中轨,弱势,因移动止盈卖出,009645
2022-12-02,1.7211,1.833,-6.1,因移动止盈卖出,50.9,金叉,中轨,弱势,因移动止盈卖出,009645
2022-12-05,1.6651,1.833,-9.16,因移动止盈卖出,45.3,金叉,中轨,中性,因移动止盈卖出,009645
2022-12-06,1.6565,1.833,-9.63,因移动止盈卖出,44.49,金叉,中轨,强势,因移动止盈卖出,009645
2022-12-07,1.644,1.833,-10.31,暂停定投,43.28,死叉,中轨,弱势,暂停定投,009645
2022-12-08,1.6651,1.833,-9.16,因移动止盈卖出,45.95,死叉,中轨,强势,因移动止盈卖出,009645
2022-12-09,1.653,1.833,-9.82,因移动止盈卖出,44.65,死叉,中轨,强势,因移动止盈卖出,009645
2022-12-12,1.6306,1.833,-11.04,暂停定投,42.27,死叉,中轨,强势,暂停定投,009645
2022-12-13,1.5838,1.833,-13.6,暂停定投,37.74,死叉,中轨,弱势,暂停定投,009645
2022-12-14,1.5677,1.833,-14.47,暂停定投,36.3,死叉,下轨,中性,暂停定投,009645
2022-12-15,1.5884,1.833,-13.34,暂停定投,39.5,死叉,中轨,弱势,暂停定投,009645
2022-12-23,1.4315,1.833,-21.9,因绝对止损（亏损>20%）卖出100%,26.67,死叉,下轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2022-12-27,1.6014,1.833,-12.64,暂停定投,49.79,金叉,中轨,强势,暂停定投,009645
2022-12-28,1.6052,1.833,-12.43,暂停定投,50.19,金叉,中轨,强势,暂停定投,009645
2022-12-29,1.5901,1.833,-13.25,暂停定投,48.54,金叉,中轨,强势,暂停定投,009645
2022-12-30,1.6008,1.833,-12.67,暂停定投,49.8,金叉,中轨,强势,暂停定投,009645
2022-12-31,1.6007,1.833,-12.67,暂停定投,49.78,金叉,中轨,强势,暂停定投,009645
2023-01-03,1.6418,1.833,-10.43,暂停定投,54.72,金叉,中轨,中性,暂停定投,009645
2023-01-04,1.6026,1.833,-12.57,暂停定投,49.7,金叉,中轨,弱势,暂停定投,009645
2023-01-05,1.6427,1.833,-10.38,暂停定投,54.32,金叉,中轨,弱势,暂停定投,009645
2023-01-06,1.7086,1.833,-6.79,因移动止盈卖出,60.7,金叉,中轨,弱势,因移动止盈卖出,009645
2023-01-09,1.7188,1.833,-6.23,因移动止盈卖出,61.59,金叉,中轨,弱势,因移动止盈卖出,009645
2023-01-10,1.7234,1.833,-5.98,因移动止盈卖出,62.01,金叉,中轨,弱势,因移动止盈卖出,009645
2023-01-11,1.6988,1.833,-7.32,因移动止盈卖出,58.34,金叉,中轨,弱势,因移动止盈卖出,009645
2023-01-12,1.6985,1.833,-7.34,因移动止盈卖出,58.3,金叉,中轨,弱势,因移动止盈卖出,009645
2023-01-13,1.6724,1.833,-8.76,因移动止盈卖出,54.34,金叉,中轨,中性,因移动止盈卖出,009645
2023-01-16,1.6679,1.833,-9.01,因移动止盈卖出,53.66,金叉,中轨,弱势,因移动止盈卖出,009645
2023-01-17,1.6895,1.833,-7.83,因移动止盈卖出,56.46,金叉,中轨,中性,因移动止盈卖出,009645
2023-01-18,1.6862,1.833,-8.01,因移动止盈卖出,55.91,金叉,中轨,强势,因移动止盈卖出,009645
2023-01-19,1.6634,1.833,-9.25,因移动止盈卖出,52.09,金叉,中轨,强势,因移动止盈卖出,009645
2023-01-20,1.695,1.833,-7.53,因移动止盈卖出,56.52,金叉,中轨,强势,因移动止盈卖出,009645
2023-01-30,1.7068,1.833,-6.88,因移动止盈卖出,58.08,金叉,中轨,弱势,因移动止盈卖出,009645
2023-01-31,1.7279,1.833,-5.73,因移动止盈卖出,60.79,金叉,中轨,弱势,因移动止盈卖出,009645
2023-02-01,1.7188,1.833,-6.23,因移动止盈卖出,59.02,金叉,中轨,弱势,因移动止盈卖出,009645
2023-02-02,1.6961,1.833,-7.47,因移动止盈卖出,54.73,金叉,中轨,弱势,因移动止盈卖出,009645
2023-02-03,1.6712,1.833,-8.83,因移动止盈卖出,50.41,金叉,中轨,弱势,因移动止盈卖出,009645
2023-02-06,1.6611,1.833,-9.38,因移动止盈卖出,48.73,死叉,中轨,弱势,因移动止盈卖出,009645
2023-02-07,1.647,1.833,-10.15,暂停定投,46.41,死叉,中轨,强势,暂停定投,009645
2023-02-08,1.6451,1.833,-10.25,暂停定投,46.09,死叉,中轨,弱势,暂停定投,009645
2023-02-09,1.6753,1.833,-8.6,因移动止盈卖出,51.77,死叉,中轨,强势,因移动止盈卖出,009645
2023-02-10,1.6437,1.833,-10.33,暂停定投,46.27,死叉,中轨,弱势,暂停定投,009645
2023-02-13,1.6702,1.833,-8.88,因移动止盈卖出,50.97,死叉,中轨,弱势,因移动止盈卖出,009645
2023-02-14,1.6653,1.833,-9.15,因移动止盈卖出,50.1,死叉,中轨,弱势,因移动止盈卖出,009645
2023-02-15,1.6508,1.833,-9.94,因移动止盈卖出,47.51,死叉,中轨,弱势,因移动止盈卖出,009645
2023-02-16,1.615,1.833,-11.89,暂停定投,41.76,死叉,中轨,弱势,暂停定投,009645
2023-02-17,1.5781,1.833,-13.91,暂停定投,36.82,死叉,下轨,弱势,暂停定投,009645
2023-02-20,1.6006,1.833,-12.68,暂停定投,41.38,死叉,中轨,弱势,暂停定投,009645
2023-02-21,1.6027,1.833,-12.56,暂停定投,41.8,死叉,中轨,弱势,暂停定投,009645
2023-02-22,1.5864,1.833,-13.45,暂停定投,39.43,死叉,中轨,中性,暂停定投,009645
2023-02-23,1.6277,1.833,-11.2,暂停定投,47.55,死叉,中轨,弱势,暂停定投,009645
2023-02-24,1.6014,1.833,-12.64,暂停定投,43.54,死叉,中轨,弱势,暂停定投,009645
2023-02-27,1.6192,1.833,-11.66,暂停定投,46.81,死叉,中轨,中性,暂停定投,009645
2023-02-28,1.6184,1.833,-11.71,暂停定投,46.68,死叉,中轨,强势,暂停定投,009645
2023-03-01,1.5858,1.833,-13.49,暂停定投,41.59,死叉,中轨,强势,暂停定投,009645
2023-03-06,1.5884,1.833,-13.34,暂停定投,44.73,死叉,中轨,弱势,暂停定投,009645
2023-03-07,1.5817,1.833,-13.71,暂停定投,43.71,死叉,中轨,弱势,暂停定投,009645
2023-03-08,1.5699,1.833,-14.35,暂停定投,41.9,死叉,中轨,弱势,暂停定投,009645
2023-03-16,1.4141,1.833,-22.85,因绝对止损（亏损>20%）卖出100%,23.71,死叉,下轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-03-17,1.3957,1.833,-23.86,因绝对止损（亏损>20%）卖出100%,22.34,死叉,下轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-03-20,1.4248,1.833,-22.27,因绝对止损（亏损>20%）卖出100%,29.3,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-03-21,1.4295,1.833,-22.01,因绝对止损（亏损>20%）卖出100%,30.39,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-03-22,1.4132,1.833,-22.9,因绝对止损（亏损>20%）卖出100%,28.74,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-03-23,1.4027,1.833,-23.48,因绝对止损（亏损>20%）卖出100%,27.7,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-03-24,1.4059,1.833,-23.3,因绝对止损（亏损>20%）卖出100%,28.55,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-03-27,1.4243,1.833,-22.3,因绝对止损（亏损>20%）卖出100%,33.4,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-03-28,1.3949,1.833,-23.9,因绝对止损（亏损>20%）卖出100%,29.91,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-03-29,1.4161,1.833,-22.74,因绝对止损（亏损>20%）卖出100%,35.17,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-03-30,1.4267,1.833,-22.17,因绝对止损（亏损>20%）卖出100%,37.69,金叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-03-31,1.4377,1.833,-21.57,因绝对止损（亏损>20%）卖出100%,40.29,金叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-04-04,1.4271,1.833,-22.14,因绝对止损（亏损>20%）卖出100%,40.35,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-04-12,1.4571,1.833,-20.51,因绝对止损（亏损>20%）卖出100%,46.0,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-04-13,1.4503,1.833,-20.88,因绝对止损（亏损>20%）卖出100%,44.78,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-04-24,1.4389,1.833,-21.5,因绝对止损（亏损>20%）卖出100%,41.53,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-04-25,1.4024,1.833,-23.49,因绝对止损（亏损>20%）卖出100%,36.57,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-04-28,1.4512,1.833,-20.83,因绝对止损（亏损>20%）卖出100%,45.99,金叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-05-04,1.4302,1.833,-21.97,因绝对止损（亏损>20%）卖出100%,43.11,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-05-05,1.402,1.833,-23.51,因绝对止损（亏损>20%）卖出100%,39.54,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-05-08,1.3914,1.833,-24.09,因绝对止损（亏损>20%）卖出100%,38.25,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-05-09,1.3535,1.833,-26.16,因绝对止损（亏损>20%）卖出100%,34.0,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-05-10,1.3556,1.833,-26.04,因绝对止损（亏损>20%）卖出100%,34.44,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-05-11,1.3574,1.833,-25.95,因绝对止损（亏损>20%）卖出100%,34.83,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-05-12,1.3322,1.833,-27.32,因绝对止损（亏损>20%）卖出100%,31.92,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-05-15,1.386,1.833,-24.39,因绝对止损（亏损>20%）卖出100%,42.89,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-05-16,1.4084,1.833,-23.16,因绝对止损（亏损>20%）卖出100%,46.74,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-05-17,1.4164,1.833,-22.73,因绝对止损（亏损>20%）卖出100%,48.08,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-05-18,1.4044,1.833,-23.38,因绝对止损（亏损>20%）卖出100%,46.2,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-05-19,1.4028,1.833,-23.47,因绝对止损（亏损>20%）卖出100%,45.94,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-05-22,1.3914,1.833,-24.09,因绝对止损（亏损>20%）卖出100%,44.05,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-05-23,1.375,1.833,-24.99,因绝对止损（亏损>20%）卖出100%,41.41,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-05-24,1.4022,1.833,-23.5,因绝对止损（亏损>20%）卖出100%,47.08,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-05-25,1.4293,1.833,-22.02,因绝对止损（亏损>20%）卖出100%,52.05,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-05-26,1.4172,1.833,-22.68,因绝对止损（亏损>20%）卖出100%,49.8,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-05-29,1.3931,1.833,-24.0,因绝对止损（亏损>20%）卖出100%,45.57,金叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-05-30,1.3872,1.833,-24.32,因绝对止损（亏损>20%）卖出100%,44.57,金叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-05-31,1.3774,1.833,-24.86,因绝对止损（亏损>20%）卖出100%,42.89,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-06-01,1.3585,1.833,-25.89,因绝对止损（亏损>20%）卖出100%,39.78,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-06-02,1.369,1.833,-25.31,因绝对止损（亏损>20%）卖出100%,42.29,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-06-05,1.3811,1.833,-24.65,因绝对止损（亏损>20%）卖出100%,45.12,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-06-06,1.3546,1.833,-26.1,因绝对止损（亏损>20%）卖出100%,40.44,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-06-07,1.3334,1.833,-27.26,因绝对止损（亏损>20%）卖出100%,37.12,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-06-08,1.3119,1.833,-28.43,因绝对止损（亏损>20%）卖出100%,34.06,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-06-09,1.334,1.833,-27.22,因绝对止损（亏损>20%）卖出100%,39.57,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-06-12,1.3339,1.833,-27.23,因绝对止损（亏损>20%）卖出100%,39.55,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-06-13,1.3578,1.833,-25.92,因绝对止损（亏损>20%）卖出100%,45.28,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-06-14,1.3723,1.833,-25.13,因绝对止损（亏损>20%）卖出100%,48.47,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-06-15,1.3644,1.833,-25.56,因绝对止损（亏损>20%）卖出100%,46.87,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-06-16,1.3835,1.833,-24.52,因绝对止损（亏损>20%）卖出100%,51.08,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-06-19,1.3726,1.833,-25.12,因绝对止损（亏损>20%）卖出100%,48.71,金叉,中轨,中性,因绝对止损（亏损>20%）卖出100%,009645
2023-06-20,1.3588,1.833,-25.87,因绝对止损（亏损>20%）卖出100%,45.8,金叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-06-21,1.2987,1.833,-29.15,因绝对止损（亏损>20%）卖出100%,35.8,金叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-06-26,1.3046,1.833,-28.83,因绝对止损（亏损>20%）卖出100%,37.25,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-06-27,1.2985,1.833,-29.16,因绝对止损（亏损>20%）卖出100%,36.34,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-06-28,1.3212,1.833,-27.92,因绝对止损（亏损>20%）卖出100%,42.03,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-06-29,1.3142,1.833,-28.3,因绝对止损（亏损>20%）卖出100%,40.82,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-06-30,1.3423,1.833,-26.77,因绝对止损（亏损>20%）卖出100%,47.38,金叉,中轨,中性,因绝对止损（亏损>20%）卖出100%,009645
2023-07-03,1.3365,1.833,-27.09,因绝对止损（亏损>20%）卖出100%,46.24,金叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-07-04,1.3385,1.833,-26.98,因绝对止损（亏损>20%）卖出100%,46.72,金叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-07-05,1.2959,1.833,-29.3,因绝对止损（亏损>20%）卖出100%,38.83,金叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-07-06,1.2906,1.833,-29.59,因绝对止损（亏损>20%）卖出100%,37.97,金叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-07-07,1.2791,1.833,-30.22,因绝对止损（亏损>20%）卖出100%,36.11,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-07-10,1.2754,1.833,-30.42,因绝对止损（亏损>20%）卖出100%,35.5,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-07-11,1.2901,1.833,-29.62,因绝对止损（亏损>20%）卖出100%,39.81,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-07-12,1.2496,1.833,-31.83,因绝对止损（亏损>20%）卖出100%,33.22,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-07-13,1.2739,1.833,-30.5,因绝对止损（亏损>20%）卖出100%,39.67,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-07-14,1.2748,1.833,-30.45,因绝对止损（亏损>20%）卖出100%,39.91,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-07-17,1.2521,1.833,-31.69,因绝对止损（亏损>20%）卖出100%,36.14,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-07-18,1.2438,1.833,-32.14,因绝对止损（亏损>20%）卖出100%,34.84,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-07-19,1.2308,1.833,-32.85,因绝对止损（亏损>20%）卖出100%,32.86,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-07-20,1.2109,1.833,-33.94,因绝对止损（亏损>20%）卖出100%,30.03,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-07-21,1.2041,1.833,-34.31,因绝对止损（亏损>20%）卖出100%,29.11,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-07-24,1.1884,1.833,-35.17,因绝对止损（亏损>20%）卖出100%,27.05,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-07-25,1.2083,1.833,-34.08,因绝对止损（亏损>20%）卖出100%,33.48,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-07-26,1.2132,1.833,-33.81,因绝对止损（亏损>20%）卖出100%,35.0,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-07-27,1.1921,1.833,-34.96,因绝对止损（亏损>20%）卖出100%,31.65,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-07-28,1.1931,1.833,-34.91,因绝对止损（亏损>20%）卖出100%,31.98,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-07-31,1.2193,1.833,-33.48,因绝对止损（亏损>20%）卖出100%,40.19,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-08-01,1.2198,1.833,-33.45,因绝对止损（亏损>20%）卖出100%,40.34,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-08-02,1.2374,1.833,-32.49,因绝对止损（亏损>20%）卖出100%,45.45,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-08-03,1.2368,1.833,-32.53,因绝对止损（亏损>20%）卖出100%,45.31,金叉,中轨,中性,因绝对止损（亏损>20%）卖出100%,009645
2023-08-04,1.2303,1.833,-32.88,因绝对止损（亏损>20%）卖出100%,43.71,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-08-07,1.2321,1.833,-32.78,因绝对止损（亏损>20%）卖出100%,44.3,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-08-08,1.2276,1.833,-33.03,因绝对止损（亏损>20%）卖出100%,43.09,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-08-09,1.2142,1.833,-33.76,因绝对止损（亏损>20%）卖出100%,39.62,金叉,中轨,中性,因绝对止损（亏损>20%）卖出100%,009645
2023-08-10,1.2259,1.833,-33.12,因绝对止损（亏损>20%）卖出100%,43.87,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-08-11,1.1995,1.833,-34.56,因绝对止损（亏损>20%）卖出100%,37.46,金叉,中轨,中性,因绝对止损（亏损>20%）卖出100%,009645
2023-08-14,1.1917,1.833,-34.99,因绝对止损（亏损>20%）卖出100%,35.8,金叉,中轨,中性,因绝对止损（亏损>20%）卖出100%,009645
2023-08-15,1.1593,1.833,-36.75,因绝对止损（亏损>20%）卖出100%,29.87,金叉,中轨,中性,因绝对止损（亏损>20%）卖出100%,009645
2023-08-16,1.1334,1.833,-38.17,因绝对止损（亏损>20%）卖出100%,26.14,死叉,下轨,中性,因绝对止损（亏损>20%）卖出100%,009645
2023-08-17,1.1417,1.833,-37.71,因绝对止损（亏损>20%）卖出100%,29.19,死叉,下轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-08-18,1.1253,1.833,-38.61,因绝对止损（亏损>20%）卖出100%,26.83,死叉,下轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-08-21,1.116,1.833,-39.12,因绝对止损（亏损>20%）卖出100%,25.57,死叉,下轨,中性,因绝对止损（亏损>20%）卖出100%,009645
2023-08-22,1.1261,1.833,-38.57,因绝对止损（亏损>20%）卖出100%,29.45,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-08-23,1.09,1.833,-40.53,因绝对止损（亏损>20%）卖出100%,24.53,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-08-24,1.1099,1.833,-39.45,因绝对止损（亏损>20%）卖出100%,31.34,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-08-25,1.0883,1.833,-40.63,因绝对止损（亏损>20%）卖出100%,28.35,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-08-28,1.0753,1.833,-41.34,因绝对止损（亏损>20%）卖出100%,26.7,死叉,中轨,中性,因绝对止损（亏损>20%）卖出100%,009645
2023-08-29,1.1353,1.833,-38.06,因绝对止损（亏损>20%）卖出100%,43.16,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-08-30,1.1711,1.833,-36.11,因绝对止损（亏损>20%）卖出100%,50.32,金叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-08-31,1.1984,1.833,-34.62,因绝对止损（亏损>20%）卖出100%,54.98,金叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-09-01,1.1977,1.833,-34.66,因绝对止损（亏损>20%）卖出100%,54.84,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-09-04,1.1915,1.833,-35.0,因绝对止损（亏损>20%）卖出100%,53.52,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-09-05,1.1936,1.833,-34.88,因绝对止损（亏损>20%）卖出100%,53.93,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-09-06,1.2371,1.833,-32.51,因绝对止损（亏损>20%）卖出100%,61.41,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-09-07,1.1862,1.833,-35.29,因绝对止损（亏损>20%）卖出100%,50.97,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-09-08,1.1945,1.833,-34.83,因绝对止损（亏损>20%）卖出100%,52.4,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-09-11,1.1912,1.833,-35.01,因绝对止损（亏损>20%）卖出100%,51.75,金叉,中轨,中性,因绝对止损（亏损>20%）卖出100%,009645
2023-09-12,1.1792,1.833,-35.67,因绝对止损（亏损>20%）卖出100%,49.38,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-09-13,1.1709,1.833,-36.12,因绝对止损（亏损>20%）卖出100%,47.75,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-09-14,1.1472,1.833,-37.41,因绝对止损（亏损>20%）卖出100%,43.36,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-09-15,1.1538,1.833,-37.05,因绝对止损（亏损>20%）卖出100%,44.88,金叉,中轨,中性,因绝对止损（亏损>20%）卖出100%,009645
2023-09-18,1.1265,1.833,-38.54,因绝对止损（亏损>20%）卖出100%,40.08,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-09-19,1.1148,1.833,-39.18,因绝对止损（亏损>20%）卖出100%,38.19,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-09-20,1.0944,1.833,-40.29,因绝对止损（亏损>20%）卖出100%,35.09,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-09-21,1.0876,1.833,-40.67,因绝对止损（亏损>20%）卖出100%,34.1,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-09-22,1.1193,1.833,-38.94,因绝对止损（亏损>20%）卖出100%,42.3,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-09-25,1.1102,1.833,-39.43,因绝对止损（亏损>20%）卖出100%,40.73,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-09-26,1.1049,1.833,-39.72,因绝对止损（亏损>20%）卖出100%,39.81,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-09-27,1.1026,1.833,-39.85,因绝对止损（亏损>20%）卖出100%,39.39,死叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-09-28,1.1444,1.833,-37.57,因绝对止损（亏损>20%）卖出100%,49.72,死叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
2023-10-09,1.1475,1.833,-37.4,因绝对止损（亏损>20%）卖出100%,50.4,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-10-10,1.1545,1.833,-37.02,因绝对止损（亏损>20%）卖出100%,51.97,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-10-11,1.1682,1.833,-36.27,因绝对止损（亏损>20%）卖出100%,54.97,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-10-12,1.2046,1.833,-34.28,因绝对止损（亏损>20%）卖出100%,61.8,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-10-13,1.2005,1.833,-34.51,因绝对止损（亏损>20%）卖出100%,60.68,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-10-16,1.171,1.833,-36.12,因绝对止损（亏损>20%）卖出100%,53.23,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-10-17,1.1877,1.833,-35.2,因绝对止损（亏损>20%）卖出100%,56.49,金叉,中轨,弱势,因绝对止损（亏损>20%）卖出100%,009645
2023-10-18,1.1756,1.833,-35.86,因绝对止损（亏损>20%）卖出100%,53.58,金叉,中轨,中性,因绝对止损（亏损>20%）卖出100%,009645
2023-10-19,1.1767,1.833,-35.8,因绝对止损（亏损>20%）卖出100%,53.81,金叉,中轨,中性,因绝对止损（亏损>20%）卖出100%,009645
2023-10-20,1.153,1.833,-37.1,因绝对止损（亏损>20%）卖出100%,48.19,金叉,中轨,强势,因绝对止损（亏损>20%）卖出100%,009645
