基金代码,基金简称,总股票持仓市值_万,股票简称,占净值比例,持股数_万,持仓市值_万,持仓市值_亿
009645,东方阿尔法优势产业混合C,292619.62,盛科通信,6.27,195.75,24766.13,2.4766
009645,东方阿尔法优势产业混合C,292619.62,中科曙光,6.0,198.68,23692.59,2.3693
002207,前海开源金银珠宝混合C,279228.58,兴业银锡,9.32,943.82,31042.25,3.1042
002207,前海开源金银珠宝混合C,279228.58,紫金矿业,9.2,1040.18,30622.89,3.0623
002207,前海开源金银珠宝混合C,279228.58,中金黄金,9.06,1375.04,30154.65,3.0155
002207,前海开源金银珠宝混合C,279228.58,盛达资源,8.91,1121.69,29657.58,2.9658
002207,前海开源金银珠宝混合C,279228.58,赤峰黄金,8.88,999.06,29552.34,2.9552
002207,前海开源金银珠宝混合C,279228.58,湖南黄金,8.47,1256.08,28186.38,2.8186
002207,前海开源金银珠宝混合C,279228.58,株冶集团,8.12,1665.01,27023.11,2.7023
002207,前海开源金银珠宝混合C,279228.58,山东黄金,8.06,682.22,26831.9,2.6832
002207,前海开源金银珠宝混合C,279228.58,西部黄金,7.25,807.32,24138.87,2.4139
002207,前海开源金银珠宝混合C,279228.58,山金国际,6.61,964.46,22018.61,2.2019
014855,嘉实中证半导体指数增强发起式C,270638.11,中微公司,9.74,130.65,39063.64,3.9064
014855,嘉实中证半导体指数增强发起式C,270638.11,北方华创,9.7,85.98,38894.46,3.8894
014855,嘉实中证半导体指数增强发起式C,270638.11,寒武纪,9.29,28.13,37270.4,3.727
014855,嘉实中证半导体指数增强发起式C,270638.11,中芯国际,9.28,265.47,37200.96,3.7201
014855,嘉实中证半导体指数增强发起式C,270638.11,海光信息,7.84,124.49,31445.8,3.1446
014855,嘉实中证半导体指数增强发起式C,270638.11,长川科技,5.19,208.93,20814.09,2.0814
014855,嘉实中证半导体指数增强发起式C,270638.11,华海清科,5.18,125.8,20782.52,2.0783
014855,嘉实中证半导体指数增强发起式C,270638.11,拓荆科技,4.8,74.01,19255.64,1.9256
014855,嘉实中证半导体指数增强发起式C,270638.11,中科飞测,3.34,115.48,13398.99,1.3399
014855,嘉实中证半导体指数增强发起式C,270638.11,南大光电,3.12,288.15,12511.61,1.2512
009708,工银新兴制造混合C,262303.97,中芯国际,8.94,512.35,37211.98,3.7212
009708,工银新兴制造混合C,262303.97,海光信息,8.89,146.44,36989.71,3.699
009708,工银新兴制造混合C,262303.97,中微公司,8.07,112.36,33593.62,3.3594
009708,工银新兴制造混合C,262303.97,寒武纪,7.96,24.99,33110.96,3.3111
009708,工银新兴制造混合C,262303.97,芯源微,6.48,181.09,26981.9,2.6982
009708,工银新兴制造混合C,262303.97,北方华创,6.04,55.58,25144.02,2.5144
009708,工银新兴制造混合C,262303.97,中科飞测,5.29,189.74,22015.2,2.2015
009708,工银新兴制造混合C,262303.97,兆易创新,4.69,91.58,19534.44,1.9534
009708,工银新兴制造混合C,262303.97,晶晨股份,3.46,129.41,14388.09,1.4388
009708,工银新兴制造混合C,262303.97,华峰测控,3.2,64.01,13334.05,1.3334
013620,华安媒体互联网混合C,259614.89,分众传媒,4.71,3828.53,30857.93,3.0858
013620,华安媒体互联网混合C,259614.89,中兴通讯,4.65,667.48,30463.77,3.0464
013620,华安媒体互联网混合C,259614.89,寒武纪,4.38,21.67,28708.38,2.8708
013620,华安媒体互联网混合C,259614.89,中国平安,4.31,511.95,28213.56,2.8214
013620,华安媒体互联网混合C,259614.89,中芯国际,4.11,192.03,26908.73,2.6909
013620,华安媒体互联网混合C,259614.89,天孚通信,3.98,155.43,26081.36,2.6081
013620,华安媒体互联网混合C,259614.89,华虹公司,3.95,226.03,25894.25,2.5894
013620,华安媒体互联网混合C,259614.89,浪潮信息,3.35,294.95,21950.33,2.195
013620,华安媒体互联网混合C,259614.89,昆仑万维,3.27,441.2,21437.91,2.1438
013620,华安媒体互联网混合C,259614.89,南方传媒,2.91,1453.48,19098.67,1.9099
011301,易方达智造优势混合C,259556.13,宁德时代,9.74,102.79,41323.35,4.1323
011301,易方达智造优势混合C,259556.13,新易盛,9.32,108.07,39527.3,3.9527
011301,易方达智造优势混合C,259556.13,中际旭创,8.96,94.13,37999.08,3.7999
011301,易方达智造优势混合C,259556.13,阳光电源,8.24,215.84,34961.73,3.4962
011301,易方达智造优势混合C,259556.13,生益科技,5.95,467.47,25252.68,2.5253
011301,易方达智造优势混合C,259556.13,华虹半导体,4.79,278.1,20311.98,2.0312
011301,易方达智造优势混合C,259556.13,烽火通信,4.21,651.41,17881.28,1.7881
011301,易方达智造优势混合C,259556.13,中芯国际,4.03,235.45,17100.16,1.71
011301,易方达智造优势混合C,259556.13,工业富联,3.27,210.47,13893.14,1.3893
011301,易方达智造优势混合C,259556.13,江西铜业股份,2.66,406.0,11305.43,1.1305
012922,易方达全球成长精选混合(QDII)人民...,250622.5,台积电,6.75,20.31,40301.72,4.0302
012922,易方达全球成长精选混合(QDII)人民...,250622.5,英伟达,6.65,29.94,39693.58,3.9694
012922,易方达全球成长精选混合(QDII)人民...,250622.5,谷歌-A,5.13,17.73,30626.38,3.0626
012922,易方达全球成长精选混合(QDII)人民...,250622.5,博通,4.65,11.85,27777.07,2.7777
012922,易方达全球成长精选混合(QDII)人民...,250622.5,天弘科技,3.66,12.5,21883.16,2.1883
012922,易方达全球成长精选混合(QDII)人民...,250622.5,阿里巴巴-W,3.47,128.08,20697.4,2.0697
012922,易方达全球成长精选混合(QDII)人民...,250622.5,美光科技,3.23,16.24,19305.59,1.9306
012922,易方达全球成长精选混合(QDII)人民...,250622.5,欣旺达,2.82,498.56,16846.41,1.6846
012922,易方达全球成长精选混合(QDII)人民...,250622.5,聚辰股份,2.82,103.67,16843.87,1.6844
012922,易方达全球成长精选混合(QDII)人民...,250622.5,澜起科技,2.79,107.54,16647.32,1.6647
011412,易方达远见成长混合C,239778.12,仕佳光子,9.89,402.58,28704.13,2.8704
011412,易方达远见成长混合C,239778.12,沪电股份,9.59,379.0,27845.31,2.7845
011412,易方达远见成长混合C,239778.12,新易盛,9.54,75.73,27699.98,2.77
011412,易方达远见成长混合C,239778.12,英维克,9.49,344.37,27542.78,2.7543
011412,易方达远见成长混合C,239778.12,长芯博创,9.41,256.97,27308.4,2.7308
011412,易方达远见成长混合C,239778.12,中际旭创,9.41,67.64,27305.16,2.7305
011412,易方达远见成长混合C,239778.12,深南电路,7.27,97.45,21110.92,2.1111
011412,易方达远见成长混合C,239778.12,天孚通信,7.11,123.06,20649.43,2.0649
011412,易方达远见成长混合C,239778.12,源杰科技,5.92,40.04,17177.67,1.7178
011412,易方达远见成长混合C,239778.12,澜起科技,4.97,93.25,14434.34,1.4434
011823,易方达产业升级混合C,227768.37,新易盛,9.82,98.65,36083.91,3.6084
011823,易方达产业升级混合C,227768.37,宁德时代,9.81,89.67,36048.14,3.6048
011823,易方达产业升级混合C,227768.37,中际旭创,8.91,81.07,32727.35,3.2727
011823,易方达产业升级混合C,227768.37,阳光电源,7.94,180.11,29174.62,2.9175
011823,易方达产业升级混合C,227768.37,生益科技,6.26,425.87,23005.5,2.3006
011823,易方达产业升级混合C,227768.37,华虹半导体,4.86,244.7,17872.5,1.7872
011823,易方达产业升级混合C,227768.37,烽火通信,4.55,609.32,16725.83,1.6726
011823,易方达产业升级混合C,227768.37,工业富联,3.87,215.53,14226.98,1.4227
011823,易方达产业升级混合C,227768.37,三环集团,3.01,238.85,11065.92,1.1066
011823,易方达产业升级混合C,227768.37,江西铜业股份,2.95,389.2,10837.62,1.0838
010827,大成产业趋势混合C,224531.7,兴业银锡,9.82,1038.71,34163.07,3.4163
010827,大成产业趋势混合C,224531.7,山东黄金,9.28,957.23,32282.87,3.2283
010827,大成产业趋势混合C,224531.7,锡业股份,8.1,1218.25,28190.35,2.819
010827,大成产业趋势混合C,224531.7,招金矿业,7.75,944.45,26954.37,2.6954
010827,大成产业趋势混合C,224531.7,华泰证券,6.5,1204.64,22634.14,2.2634
010827,大成产业趋势混合C,224531.7,中金黄金,5.02,796.03,17456.95,1.7457
010827,大成产业趋势混合C,224531.7,中曼石油,4.84,863.44,16828.45,1.6828
010827,大成产业趋势混合C,224531.7,赛轮轮胎,4.8,1162.61,16718.4,1.6718
010827,大成产业趋势混合C,224531.7,中远海能,4.59,1941.2,15985.94,1.5986
010827,大成产业趋势混合C,224531.7,海南橡胶,3.83,2466.14,13317.16,1.3317
015690,富国中小盘精选混合C,221510.12,深南电路,9.39,187.84,40693.7,4.0694
015690,富国中小盘精选混合C,221510.12,兆易创新,6.48,131.62,28074.55,2.8075
015690,富国中小盘精选混合C,221510.12,巨人网络,6.34,607.45,27444.61,2.7445
015690,富国中小盘精选混合C,221510.12,东山精密,5.21,315.88,22585.42,2.2585
015690,富国中小盘精选混合C,221510.12,新易盛,5.17,61.19,22381.8,2.2382
015690,富国中小盘精选混合C,221510.12,中际旭创,4.86,52.13,21044.65,2.1045
015690,富国中小盘精选混合C,221510.12,沪电股份,3.61,213.04,15652.2,1.5652
015690,富国中小盘精选混合C,221510.12,华曙高科,3.5,288.46,15181.89,1.5182
015690,富国中小盘精选混合C,221510.12,绿联科技,3.38,235.74,14629.6,1.463
015690,富国中小盘精选混合C,221510.12,瑞芯微,3.19,61.28,13821.7,1.3822
011840,天弘中证人工智能C,216312.84,新易盛,11.28,114.51,41884.18,4.1884
011840,天弘中证人工智能C,216312.84,中际旭创,11.15,102.59,41411.92,4.1412
011840,天弘中证人工智能C,216312.84,寒武纪,8.58,24.06,31885.73,3.1886
011840,天弘中证人工智能C,216312.84,澜起科技,5.51,132.12,20452.72,2.0453
011840,天弘中证人工智能C,216312.84,中科曙光,5.42,168.84,20134.17,2.0134
011840,天弘中证人工智能C,216312.84,科大讯飞,4.03,266.76,14951.77,1.4952
011840,天弘中证人工智能C,216312.84,豪威集团,4.0,98.31,14861.89,1.4862
011840,天弘中证人工智能C,216312.84,海康威视,3.62,426.22,13434.39,1.3434
011840,天弘中证人工智能C,216312.84,浪潮信息,2.38,118.91,8848.91,0.8849
011840,天弘中证人工智能C,216312.84,金山办公,2.27,26.69,8447.16,0.8447
014728,易方达成长动力混合C,212910.64,新易盛,9.27,107.05,39154.43,3.9154
014728,易方达成长动力混合C,212910.64,工业富联,9.22,589.79,38931.99,3.8932
014728,易方达成长动力混合C,212910.64,中际旭创,6.62,69.2,27936.31,2.7936
014728,易方达成长动力混合C,212910.64,深南电路,5.89,114.72,24853.2,2.4853
014728,易方达成长动力混合C,212910.64,欣旺达,4.58,572.26,19336.67,1.9337
014728,易方达成长动力混合C,212910.64,沪电股份,4.43,254.4,18690.57,1.8691
014728,易方达成长动力混合C,212910.64,腾讯控股,3.93,27.41,16591.43,1.6591
014728,易方达成长动力混合C,212910.64,大族激光,2.5,258.93,10541.02,1.0541
014728,易方达成长动力混合C,212910.64,ST华通,2.04,416.81,8632.05,0.8632
014728,易方达成长动力混合C,212910.64,中天科技,1.95,435.68,8242.97,0.8243
010004,景顺长城电子信息产业股票C,209328.86,安集科技,8.22,126.89,28985.93,2.8986
010004,景顺长城电子信息产业股票C,209328.86,思特威,7.52,222.78,26547.04,2.6547
010004,景顺长城电子信息产业股票C,209328.86,睿创微纳,6.42,256.31,22667.71,2.2668
010004,景顺长城电子信息产业股票C,209328.86,九号公司,6.31,334.48,22279.41,2.2279
010004,景顺长城电子信息产业股票C,209328.86,中芯国际,5.81,282.4,20510.02,2.051
010004,景顺长城电子信息产业股票C,209328.86,平安好医生,5.26,1109.58,18548.48,1.8548
010004,景顺长城电子信息产业股票C,209328.86,中船特气,5.1,409.05,17981.71,1.7982
010004,景顺长城电子信息产业股票C,209328.86,阿里巴巴-W,5.06,110.4,17840.36,1.784
010004,景顺长城电子信息产业股票C,209328.86,奕瑞科技,4.95,151.43,17469.61,1.747
010004,景顺长城电子信息产业股票C,209328.86,地平线机器人-W,4.68,1886.34,16498.59,1.6499
016616,国泰估值优势混合(LOF)C,207277.42,聚和材料,9.77,341.36,27971.13,2.7971
016616,国泰估值优势混合(LOF)C,207277.42,良信股份,8.92,2250.98,25548.6,2.5549
016616,国泰估值优势混合(LOF)C,207277.42,凯迪股份,8.56,260.39,24502.6,2.4503
016616,国泰估值优势混合(LOF)C,207277.42,新泉股份,8.32,286.78,23814.46,2.3814
016616,国泰估值优势混合(LOF)C,207277.42,峰岹科技,7.82,92.04,22386.97,2.2387
016616,国泰估值优势混合(LOF)C,207277.42,思源电气,6.76,177.69,19371.72,1.9372
016616,国泰估值优势混合(LOF)C,207277.42,骏鼎达,6.19,189.01,17728.99,1.7729
016616,国泰估值优势混合(LOF)C,207277.42,石英股份,5.95,420.66,17028.32,1.7028
016616,国泰估值优势混合(LOF)C,207277.42,翔楼新材,5.52,264.41,15809.25,1.5809
016616,国泰估值优势混合(LOF)C,207277.42,凌云股份,4.58,942.2,13115.38,1.3115
014162,万家人工智能混合C,205010.93,新易盛,9.46,73.52,26892.87,2.6893
014162,万家人工智能混合C,205010.93,中际旭创,9.44,66.49,26842.5,2.6842
014162,万家人工智能混合C,205010.93,寒武纪,9.1,19.53,25878.84,2.5879
014162,万家人工智能混合C,205010.93,海光信息,8.11,91.26,23053.08,2.3053
014162,万家人工智能混合C,205010.93,麦格米特,6.93,254.37,19705.72,1.9706
014162,万家人工智能混合C,205010.93,工业富联,6.82,293.91,19400.81,1.9401
014162,万家人工智能混合C,205010.93,兴森科技,6.29,807.85,17869.64,1.787
014162,万家人工智能混合C,205010.93,天孚通信,5.66,95.81,16076.58,1.6077
014162,万家人工智能混合C,205010.93,盛科通信,5.19,116.53,14743.58,1.4744
014162,万家人工智能混合C,205010.93,中科曙光,5.12,121.99,14547.31,1.4547
007450,兴全多维价值混合C,198011.21,海光信息,5.9,127.24,32141.53,3.2142
007450,兴全多维价值混合C,198011.21,中芯国际,4.03,302.3,21955.31,2.1955
007450,兴全多维价值混合C,198011.21,国力电子,3.87,286.68,21067.95,2.1068
007450,兴全多维价值混合C,198011.21,立讯精密,3.51,295.52,19116.99,1.9117
007450,兴全多维价值混合C,198011.21,腾讯控股,3.49,31.44,19028.88,1.9029
007450,兴全多维价值混合C,198011.21,信达生物,3.4,210.65,18539.57,1.854
007450,兴全多维价值混合C,198011.21,阿里巴巴-W,3.28,110.8,17905.0,1.7905
007450,兴全多维价值混合C,198011.21,众生药业,3.06,963.79,16654.32,1.6654
007450,兴全多维价值混合C,198011.21,三环集团,3.05,359.05,16634.79,1.6635
007450,兴全多维价值混合C,198011.21,恒立液压,2.75,159.7,14966.87,1.4967
007465,交银创业板50指数C,196895.9,宁德时代,22.68,171.88,69095.0,6.9095
007465,交银创业板50指数C,196895.9,中际旭创,7.65,57.72,23301.18,2.3301
007465,交银创业板50指数C,196895.9,东方财富,7.44,835.65,22662.7,2.2663
007465,交银创业板50指数C,196895.9,新易盛,7.06,58.78,21498.64,2.1499
007465,交银创业板50指数C,196895.9,阳光电源,5.19,97.66,15819.29,1.5819
007465,交银创业板50指数C,196895.9,胜宏科技,3.83,40.83,11656.97,1.1657
007465,交银创业板50指数C,196895.9,汇川技术,3.65,132.56,11111.34,1.1111
007465,交银创业板50指数C,196895.9,迈瑞医疗,2.96,36.66,9008.05,0.9008
007465,交银创业板50指数C,196895.9,亿纬锂能,2.52,84.28,7669.04,0.7669
007465,交银创业板50指数C,196895.9,同花顺,1.67,13.65,5073.69,0.5074
011892,易方达先锋成长混合C,174833.43,仕佳光子,9.89,285.64,20366.45,2.0366
011892,易方达先锋成长混合C,174833.43,沪电股份,9.62,269.59,19806.78,1.9807
011892,易方达先锋成长混合C,174833.43,新易盛,9.57,53.91,19719.47,1.9719
011892,易方达先锋成长混合C,174833.43,英维克,9.54,245.57,19640.73,1.9641
011892,易方达先锋成长混合C,174833.43,长芯博创,9.47,183.46,19496.69,1.9497
011892,易方达先锋成长混合C,174833.43,中际旭创,9.44,48.18,19448.7,1.9449
011892,易方达先锋成长混合C,174833.43,天孚通信,9.18,112.65,18902.54,1.8903
011892,易方达先锋成长混合C,174833.43,深南电路,7.32,69.6,15079.05,1.5079
011892,易方达先锋成长混合C,174833.43,源杰科技,5.89,28.27,12126.54,1.2127
011892,易方达先锋成长混合C,174833.43,澜起科技,4.98,66.19,10246.48,1.0246
014320,德邦半导体产业混合发起式C,172245.12,江波龙,5.98,120.0,21363.6,2.1364
014320,德邦半导体产业混合发起式C,172245.12,中芯国际,5.49,270.0,19610.1,1.961
014320,德邦半导体产业混合发起式C,172245.12,兆易创新,5.37,90.0,19197.0,1.9197
014320,德邦半导体产业混合发起式C,172245.12,澜起科技,4.86,112.24,17374.41,1.7374
014320,德邦半导体产业混合发起式C,172245.12,胜宏科技,4.77,59.69,17041.5,1.7042
014320,德邦半导体产业混合发起式C,172245.12,海光信息,4.45,63.0,15913.8,1.5914
014320,德邦半导体产业混合发起式C,172245.12,芯原股份,4.35,85.0,15555.0,1.5555
014320,德邦半导体产业混合发起式C,172245.12,寒武纪,4.35,11.72,15534.96,1.5535
014320,德邦半导体产业混合发起式C,172245.12,佰维存储,4.33,148.37,15474.55,1.5475
014320,德邦半导体产业混合发起式C,172245.12,乐鑫科技,4.25,70.0,15180.2,1.518
003305,前海开源沪港深核心资源混合C,163496.44,紫金矿业,8.79,684.83,20161.4,2.0161
003305,前海开源沪港深核心资源混合C,163496.44,金力永磁,8.31,555.77,19057.48,1.9057
003305,前海开源沪港深核心资源混合C,163496.44,北方稀土,8.14,386.28,18657.32,1.8657
003305,前海开源沪港深核心资源混合C,163496.44,盛和资源,7.86,782.28,18031.55,1.8032
003305,前海开源沪港深核心资源混合C,163496.44,广晟有色,7.75,307.76,17769.8,1.777
003305,前海开源沪港深核心资源混合C,163496.44,宁波韵升,7.41,1188.07,17001.28,1.7001
003305,前海开源沪港深核心资源混合C,163496.44,中国稀土,7.35,325.53,16846.18,1.6846
003305,前海开源沪港深核心资源混合C,163496.44,湖南黄金,5.59,571.59,12826.58,1.2827
003305,前海开源沪港深核心资源混合C,163496.44,招金矿业,5.46,438.7,12520.39,1.252
003305,前海开源沪港深核心资源混合C,163496.44,兴业银锡,4.63,323.03,10624.46,1.0624
009995,嘉实创新先锋混合C,161232.15,阿里巴巴-W,9.01,135.82,21948.17,2.1948
009995,嘉实创新先锋混合C,161232.15,立讯精密,8.53,321.09,20771.36,2.0771
009995,嘉实创新先锋混合C,161232.15,中芯国际,8.38,281.0,20408.34,2.0408
009995,嘉实创新先锋混合C,161232.15,腾讯控股,7.94,31.93,19327.35,1.9327
009995,嘉实创新先锋混合C,161232.15,中微公司,6.71,54.67,16346.32,1.6346
009995,嘉实创新先锋混合C,161232.15,纳芯微,5.79,70.54,14106.37,1.4106
009995,嘉实创新先锋混合C,161232.15,北方华创,5.16,27.81,12578.32,1.2578
009995,嘉实创新先锋混合C,161232.15,华虹半导体,5.11,170.39,12445.27,1.2445
009995,嘉实创新先锋混合C,161232.15,思特威,4.98,101.7,12118.92,1.2119
009995,嘉实创新先锋混合C,161232.15,南芯科技,4.59,216.74,11181.73,1.1182
006888,诺德新生活混合C,159753.24,源杰科技,9.77,43.98,18868.36,1.8868
006888,诺德新生活混合C,159753.24,新易盛,9.17,48.43,17713.62,1.7714
006888,诺德新生活混合C,159753.24,深南电路,8.54,76.13,16491.89,1.6492
006888,诺德新生活混合C,159753.24,海光信息,8.31,63.58,16059.68,1.606
006888,诺德新生活混合C,159753.24,中际旭创,8.17,39.12,15791.52,1.5792
006888,诺德新生活混合C,159753.24,生益电子,7.91,194.63,15278.53,1.5279
006888,诺德新生活混合C,159753.24,天孚通信,7.89,90.82,15239.14,1.5239
006888,诺德新生活混合C,159753.24,胜宏科技,7.83,52.99,15129.64,1.513
006888,诺德新生活混合C,159753.24,沪电股份,7.76,204.07,14993.02,1.4993
006888,诺德新生活混合C,159753.24,寒武纪,7.34,10.71,14187.84,1.4188
020398,中银港股通医药混合发起C,157513.4,康方生物,8.69,152.07,19603.26,1.9603
020398,中银港股通医药混合发起C,157513.4,百济神州,8.63,103.94,19471.79,1.9472
020398,中银港股通医药混合发起C,157513.4,信达生物,8.53,218.67,19245.43,1.9245
020398,中银港股通医药混合发起C,157513.4,科伦博泰生物-B,8.38,40.27,18897.57,1.8898
020398,中银港股通医药混合发起C,157513.4,翰森制药,8.16,558.86,18398.94,1.8399
020398,中银港股通医药混合发起C,157513.4,映恩生物-B,7.36,50.05,16614.57,1.6615
020398,中银港股通医药混合发起C,157513.4,恒瑞医药,6.92,192.52,15608.1,1.5608
020398,中银港股通医药混合发起C,157513.4,诺诚健华,4.6,607.5,10382.77,1.0383
020398,中银港股通医药混合发起C,157513.4,荣昌生物,4.38,92.26,9871.66,0.9872
020398,中银港股通医药混合发起C,157513.4,中国生物制药,4.18,1267.46,9419.31,0.9419
001301,大成睿景灵活配置混合C,150553.86,山东黄金,9.87,572.21,22504.91,2.2505
001301,大成睿景灵活配置混合C,150553.86,兴业银锡,9.81,679.56,22350.73,2.2351
001301,大成睿景灵活配置混合C,150553.86,锡业股份,8.24,811.32,18774.06,1.8774
001301,大成睿景灵活配置混合C,150553.86,华泰证券,7.43,778.41,16945.99,1.6946
001301,大成睿景灵活配置混合C,150553.86,中金黄金,6.98,725.05,15900.24,1.59
001301,大成睿景灵活配置混合C,150553.86,赛轮轮胎,6.15,975.39,14026.07,1.4026
001301,大成睿景灵活配置混合C,150553.86,中国太保,4.81,311.94,10955.33,1.0955
001301,大成睿景灵活配置混合C,150553.86,中曼石油,4.68,547.24,10665.68,1.0666
001301,大成睿景灵活配置混合C,150553.86,海南橡胶,4.14,1748.96,9444.38,0.9444
001301,大成睿景灵活配置混合C,150553.86,招商轮船,3.94,1011.99,8986.47,0.8986
519022,国泰金泰灵活配置混合C,148774.33,顺丰控股,8.85,442.69,17853.73,1.7854
519022,国泰金泰灵活配置混合C,148774.33,传音控股,8.43,180.57,17009.52,1.701
519022,国泰金泰灵活配置混合C,148774.33,美的集团,8.35,231.73,16837.82,1.6838
519022,国泰金泰灵活配置混合C,148774.33,东鹏饮料,7.91,52.94,15954.01,1.5954
519022,国泰金泰灵活配置混合C,148774.33,宁德时代,7.87,39.49,15874.14,1.5874
519022,国泰金泰灵活配置混合C,148774.33,立讯精密,7.83,243.97,15782.35,1.5782
519022,国泰金泰灵活配置混合C,148774.33,百济神州,6.94,45.62,14002.19,1.4002
519022,国泰金泰灵活配置混合C,148774.33,恒瑞医药,6.61,186.31,13330.42,1.333
519022,国泰金泰灵活配置混合C,148774.33,贵州茅台,5.94,8.3,11979.34,1.1979
519022,国泰金泰灵活配置混合C,148774.33,迈瑞医疗,5.03,41.32,10150.81,1.0151
008920,永赢科技驱动C,147840.55,源杰科技,10.07,51.49,22088.52,2.2089
008920,永赢科技驱动C,147840.55,天孚通信,9.25,120.9,20286.82,2.0287
008920,永赢科技驱动C,147840.55,生益科技,8.19,332.43,17957.87,1.7958
008920,永赢科技驱动C,147840.55,德科立,7.06,127.93,15481.56,1.5482
008920,永赢科技驱动C,147840.55,中际旭创,6.57,35.7,14411.38,1.4411
008920,永赢科技驱动C,147840.55,七一二,6.17,618.14,13531.16,1.3531
008920,永赢科技驱动C,147840.55,航发动力,5.3,275.53,11621.86,1.1622
008920,永赢科技驱动C,147840.55,嘉元科技,5.12,299.6,11240.83,1.1241
008920,永赢科技驱动C,147840.55,长芯博创,4.94,102.07,10846.98,1.0847
008920,永赢科技驱动C,147840.55,沪电股份,4.73,141.19,10373.57,1.0374
015152,东吴嘉禾优势精选混合C,147329.23,立讯精密,9.41,290.0,18760.1,1.876
015152,东吴嘉禾优势精选混合C,147329.23,豪威集团,9.37,123.61,18686.12,1.8686
015152,东吴嘉禾优势精选混合C,147329.23,新易盛,9.36,51.0,18654.27,1.8654
015152,东吴嘉禾优势精选混合C,147329.23,德赛西威,8.95,118.02,17848.1,1.7848
015152,东吴嘉禾优势精选混合C,147329.23,中际旭创,8.1,40.0,16147.2,1.6147
015152,东吴嘉禾优势精选混合C,147329.23,兆易创新,7.5,70.09,14950.2,1.495
015152,东吴嘉禾优势精选混合C,147329.23,歌尔股份,6.77,360.01,13500.38,1.35
015152,东吴嘉禾优势精选混合C,147329.23,拓普集团,5.08,125.0,10123.75,1.0124
015152,东吴嘉禾优势精选混合C,147329.23,瑞芯微,4.75,42.01,9475.36,0.9475
015152,东吴嘉禾优势精选混合C,147329.23,沪电股份,4.61,125.0,9183.75,0.9184
005300,万家成长优选混合C,145152.14,中际旭创,9.54,46.04,18584.62,1.8585
005300,万家成长优选混合C,145152.14,新易盛,9.39,50.03,18300.53,1.8301
005300,万家成长优选混合C,145152.14,寒武纪,9.37,13.78,18261.68,1.8262
005300,万家成长优选混合C,145152.14,海光信息,8.08,62.31,15738.47,1.5738
005300,万家成长优选混合C,145152.14,麦格米特,7.97,200.51,15533.73,1.5534
005300,万家成长优选混合C,145152.14,兴森科技,7.03,618.87,13689.4,1.3689
005300,万家成长优选混合C,145152.14,工业富联,6.78,200.06,13205.96,1.3206
005300,万家成长优选混合C,145152.14,天孚通信,6.01,69.73,11700.02,1.17
005300,万家成长优选混合C,145152.14,盛科通信,5.18,79.72,10086.15,1.0086
005300,万家成长优选混合C,145152.14,中科曙光,5.16,84.29,10051.58,1.0052
005763,中欧电子信息产业沪港深股票C,143758.57,阿里巴巴-W,6.35,139.38,22523.45,2.2523
005763,中欧电子信息产业沪港深股票C,143758.57,九方智投控股,5.98,311.35,21205.52,2.1206
005763,中欧电子信息产业沪港深股票C,143758.57,中芯国际,5.32,259.6,18854.11,1.8854
005763,中欧电子信息产业沪港深股票C,143758.57,金蝶国际,3.5,775.08,12397.72,1.2398
005763,中欧电子信息产业沪港深股票C,143758.57,同花顺,3.46,33.01,12273.54,1.2274
005763,中欧电子信息产业沪港深股票C,143758.57,海光信息,3.46,48.56,12267.24,1.2267
005763,中欧电子信息产业沪港深股票C,143758.57,兆易创新,3.3,54.92,11713.82,1.1714
005763,中欧电子信息产业沪港深股票C,143758.57,快手-W,3.16,145.11,11208.02,1.1208
005763,中欧电子信息产业沪港深股票C,143758.57,上海复旦,3.07,262.1,10892.57,1.0893
005763,中欧电子信息产业沪港深股票C,143758.57,华虹半导体,2.94,142.7,10422.58,1.0423
012429,华夏核心制造混合C,143244.47,吉利汽车,6.57,1054.7,18825.09,1.8825
012429,华夏核心制造混合C,143244.47,工业富联,6.45,280.07,18487.42,1.8487
012429,华夏核心制造混合C,143244.47,中芯国际,6.41,252.78,18358.9,1.8359
012429,华夏核心制造混合C,143244.47,纳芯微,5.38,77.13,15424.36,1.5424
012429,华夏核心制造混合C,143244.47,腾讯控股,4.8,22.73,13760.11,1.376
012429,华夏核心制造混合C,143244.47,比亚迪电子,4.62,350.37,13223.77,1.3224
012429,华夏核心制造混合C,143244.47,宁德时代,4.15,29.58,11889.35,1.1889
012429,华夏核心制造混合C,143244.47,阿里巴巴-W,4.01,71.16,11499.13,1.1499
012429,华夏核心制造混合C,143244.47,思瑞浦,3.86,63.74,11048.07,1.1048
012429,华夏核心制造混合C,143244.47,科达利,3.74,54.82,10728.27,1.0728
016049,华商甄选回报混合C,143161.19,环旭电子,7.9,1444.14,31583.29,3.1583
016049,华商甄选回报混合C,143161.19,长飞光纤光缆,7.31,675.89,29200.02,2.92
016049,华商甄选回报混合C,143161.19,微创医疗,5.29,1679.12,21140.12,2.114
016049,华商甄选回报混合C,143161.19,固德威,2.77,171.04,11064.87,1.1065
016049,华商甄选回报混合C,143161.19,TCL中环,2.5,1106.0,10009.26,1.0009
016049,华商甄选回报混合C,143161.19,阳光保险,2.32,2641.8,9261.74,0.9262
016049,华商甄选回报混合C,143161.19,阿里巴巴-W,1.98,48.95,7910.87,0.7911
016049,华商甄选回报混合C,143161.19,阅文集团,1.95,216.28,7795.69,0.7796
