,基金简称,优仓数目_所属基金数,优仓数目_被持仓市值,平均占比,基金代码,日增长率,近1周,近1月,近3月,近半年,近1年,近2年,近3年,今年来,成立来
19006,简称缺失,0,0,0,011613,,,,,,,,,,
19005,简称缺失,0,0,0,011615,,,,,,,,,,
19004,简称缺失,0,0,0,011840,,,,,,,,,,
19003,简称缺失,0,0,0,011892,,,,,,,,,,
19002,简称缺失,0,0,0,012125,,,,,,,,,,
19001,简称缺失,0,0,0,012429,,,,,,,,,,
19000,简称缺失,0,0,0,012553,,,,,,,,,,
18999,简称缺失,0,0,0,012630,,,,,,,,,,
18998,简称缺失,0,0,0,012651,,,,,,,,,,
18997,简称缺失,0,0,0,012734,,,,,,,,,,
18996,简称缺失,0,0,0,012895,,,,,,,,,,
18995,简称缺失,0,0,0,012908,,,,,,,,,,
18994,简称缺失,0,0,0,012970,,,,,,,,,,
18993,简称缺失,0,0,0,013010,,,,,,,,,,
18992,简称缺失,0,0,0,013277,,,,,,,,,,
18991,简称缺失,0,0,0,013305,,,,,,,,,,
18990,简称缺失,0,0,0,013311,,,,,,,,,,
18989,简称缺失,0,0,0,013340,,,,,,,,,,
18988,简称缺失,0,0,0,013466,,,,,,,,,,
18987,简称缺失,0,0,0,013533,,,,,,,,,,
18986,简称缺失,0,0,0,013620,,,,,,,,,,
18985,简称缺失,0,0,0,013642,,,,,,,,,,
18984,简称缺失,0,0,0,013811,,,,,,,,,,
18983,简称缺失,0,0,0,013841,,,,,,,,,,
18982,简称缺失,0,0,0,014130,,,,,,,,,,
18981,简称缺失,0,0,0,014143,,,,,,,,,,
18980,简称缺失,0,0,0,014156,,,,,,,,,,
18979,简称缺失,0,0,0,014162,,,,,,,,,,
18978,简称缺失,0,0,0,014243,,,,,,,,,,
18977,简称缺失,0,0,0,014320,,,,,,,,,,
18976,简称缺失,0,0,0,014345,,,,,,,,,,
18975,简称缺失,0,0,0,014377,,,,,,,,,,
18974,简称缺失,0,0,0,014544,,,,,,,,,,
18973,简称缺失,0,0,0,014642,,,,,,,,,,
18972,简称缺失,0,0,0,014662,,,,,,,,,,
18971,简称缺失,0,0,0,014728,,,,,,,,,,
18970,简称缺失,0,0,0,014855,,,,,,,,,,
18969,简称缺失,0,0,0,014954,,,,,,,,,,
18968,简称缺失,0,0,0,014985,,,,,,,,,,
18967,简称缺失,0,0,0,015039,,,,,,,,,,
18966,简称缺失,0,0,0,015144,,,,,,,,,,
18965,简称缺失,0,0,0,015454,,,,,,,,,,
18964,简称缺失,0,0,0,015508,,,,,,,,,,
18963,简称缺失,0,0,0,015642,,,,,,,,,,
18962,简称缺失,0,0,0,015683,,,,,,,,,,
18961,简称缺失,0,0,0,015686,,,,,,,,,,
18960,简称缺失,0,0,0,015690,,,,,,,,,,
18959,简称缺失,0,0,0,015751,,,,,,,,,,
18958,简称缺失,0,0,0,015868,,,,,,,,,,
18957,简称缺失,0,0,0,015877,,,,,,,,,,
18956,简称缺失,0,0,0,015947,,,,,,,,,,
18955,简称缺失,0,0,0,015968,,,,,,,,,,
18954,简称缺失,0,0,0,015971,,,,,,,,,,
18953,简称缺失,0,0,0,016049,,,,,,,,,,
18952,简称缺失,0,0,0,016068,,,,,,,,,,
18951,简称缺失,0,0,0,016238,,,,,,,,,,
18950,简称缺失,0,0,0,016283,,,,,,,,,,
18949,简称缺失,0,0,0,016371,,,,,,,,,,
18948,简称缺失,0,0,0,016465,,,,,,,,,,
18947,简称缺失,0,0,0,016600,,,,,,,,,,
18946,简称缺失,0,0,0,016616,,,,,,,,,,
18945,简称缺失,0,0,0,017437,,,,,,,,,,
18944,简称缺失,0,0,0,017811,,,,,,,,,,
20464,简称缺失,0,0,0,018994,,,,,,,,,,
20463,简称缺失,0,0,0,019548,,,,,,,,,,
20462,简称缺失,0,0,0,160424,,,,,,,,,,
20461,简称缺失,0,0,0,519022,,,,,,,,,,
20460,简称缺失,0,0,0,008888,,,,,,,,,,
20459,简称缺失,0,0,0,021500,,,,,,,,,,
20458,简称缺失,0,0,0,015857,,,,,,,,,,
20457,简称缺失,0,0,0,015290,,,,,,,,,,
20456,简称缺失,0,0,0,020662,,,,,,,,,,
20455,简称缺失,0,0,0,015389,,,,,,,,,,
20454,简称缺失,0,0,0,019514,,,,,,,,,,
20453,简称缺失,0,0,0,020398,,,,,,,,,,
20452,简称缺失,0,0,0,021031,,,,,,,,,,
20451,简称缺失,0,0,0,020635,,,,,,,,,,
20450,简称缺失,0,0,0,018957,,,,,,,,,,
20449,简称缺失,0,0,0,009645,,,,,,,,,,
20480,简称缺失,0,0,0,015751,,,,,,,,,,
20479,简称缺失,0,0,0,015868,,,,,,,,,,
20478,简称缺失,0,0,0,015877,,,,,,,,,,
20477,简称缺失,0,0,0,015947,,,,,,,,,,
20476,简称缺失,0,0,0,015968,,,,,,,,,,
20475,简称缺失,0,0,0,015971,,,,,,,,,,
20474,简称缺失,0,0,0,016049,,,,,,,,,,
20473,简称缺失,0,0,0,016068,,,,,,,,,,
20472,简称缺失,0,0,0,016238,,,,,,,,,,
20471,简称缺失,0,0,0,016283,,,,,,,,,,
20470,简称缺失,0,0,0,016371,,,,,,,,,,
20469,简称缺失,0,0,0,016465,,,,,,,,,,
20468,简称缺失,0,0,0,016600,,,,,,,,,,
20467,简称缺失,0,0,0,016616,,,,,,,,,,
20466,简称缺失,0,0,0,017437,,,,,,,,,,
20465,简称缺失,0,0,0,017811,,,,,,,,,,
20496,简称缺失,0,0,0,014377,,,,,,,,,,
20495,简称缺失,0,0,0,014544,,,,,,,,,,
20494,简称缺失,0,0,0,014642,,,,,,,,,,
20493,简称缺失,0,0,0,014662,,,,,,,,,,
20492,简称缺失,0,0,0,014728,,,,,,,,,,
20491,简称缺失,0,0,0,014855,,,,,,,,,,
20490,简称缺失,0,0,0,014954,,,,,,,,,,
20489,简称缺失,0,0,0,014985,,,,,,,,,,
20488,简称缺失,0,0,0,015039,,,,,,,,,,
20487,简称缺失,0,0,0,015144,,,,,,,,,,
20486,简称缺失,0,0,0,015454,,,,,,,,,,
20485,简称缺失,0,0,0,015508,,,,,,,,,,
20484,简称缺失,0,0,0,015642,,,,,,,,,,
20483,简称缺失,0,0,0,015683,,,,,,,,,,
20482,简称缺失,0,0,0,015686,,,,,,,,,,
20481,简称缺失,0,0,0,015690,,,,,,,,,,
20512,简称缺失,0,0,0,013305,,,,,,,,,,
20511,简称缺失,0,0,0,013311,,,,,,,,,,
20510,简称缺失,0,0,0,013340,,,,,,,,,,
20509,简称缺失,0,0,0,013466,,,,,,,,,,
20508,简称缺失,0,0,0,013533,,,,,,,,,,
20507,简称缺失,0,0,0,013620,,,,,,,,,,
20506,简称缺失,0,0,0,013642,,,,,,,,,,
20505,简称缺失,0,0,0,013811,,,,,,,,,,
20504,简称缺失,0,0,0,013841,,,,,,,,,,
20503,简称缺失,0,0,0,014130,,,,,,,,,,
20502,简称缺失,0,0,0,014143,,,,,,,,,,
20501,简称缺失,0,0,0,014156,,,,,,,,,,
20500,简称缺失,0,0,0,014162,,,,,,,,,,
20499,简称缺失,0,0,0,014243,,,,,,,,,,
20498,简称缺失,0,0,0,014320,,,,,,,,,,
20497,简称缺失,0,0,0,014345,,,,,,,,,,
20528,简称缺失,0,0,0,011609,,,,,,,,,,
20527,简称缺失,0,0,0,011613,,,,,,,,,,
20526,简称缺失,0,0,0,011615,,,,,,,,,,
20525,简称缺失,0,0,0,011840,,,,,,,,,,
20524,简称缺失,0,0,0,011892,,,,,,,,,,
20523,简称缺失,0,0,0,012125,,,,,,,,,,
20522,简称缺失,0,0,0,012429,,,,,,,,,,
20521,简称缺失,0,0,0,012553,,,,,,,,,,
20520,简称缺失,0,0,0,012630,,,,,,,,,,
20519,简称缺失,0,0,0,012651,,,,,,,,,,
20518,简称缺失,0,0,0,012734,,,,,,,,,,
20517,简称缺失,0,0,0,012895,,,,,,,,,,
20516,简称缺失,0,0,0,012908,,,,,,,,,,
20515,简称缺失,0,0,0,012970,,,,,,,,,,
20514,简称缺失,0,0,0,013010,,,,,,,,,,
20513,简称缺失,0,0,0,013277,,,,,,,,,,
20544,简称缺失,0,0,0,010865,,,,,,,,,,
20543,简称缺失,0,0,0,011036,,,,,,,,,,
20542,简称缺失,0,0,0,011068,,,,,,,,,,
20541,简称缺失,0,0,0,011117,,,,,,,,,,
20540,简称缺失,0,0,0,011120,,,,,,,,,,
20539,简称缺失,0,0,0,011145,,,,,,,,,,
20538,简称缺失,0,0,0,011237,,,,,,,,,,
20537,简称缺失,0,0,0,011301,,,,,,,,,,
20536,简称缺失,0,0,0,011306,,,,,,,,,,
20535,简称缺失,0,0,0,011329,,,,,,,,,,
20534,简称缺失,0,0,0,011370,,,,,,,,,,
20533,简称缺失,0,0,0,011400,,,,,,,,,,
20532,简称缺失,0,0,0,011412,,,,,,,,,,
20531,简称缺失,0,0,0,011452,,,,,,,,,,
20530,简称缺失,0,0,0,011499,,,,,,,,,,
20529,简称缺失,0,0,0,011584,,,,,,,,,,
20560,简称缺失,0,0,0,008989,,,,,,,,,,
20559,简称缺失,0,0,0,009034,,,,,,,,,,
20558,简称缺失,0,0,0,009478,,,,,,,,,,
20557,简称缺失,0,0,0,009505,,,,,,,,,,
20556,简称缺失,0,0,0,009708,,,,,,,,,,
20555,简称缺失,0,0,0,009727,,,,,,,,,,
20554,简称缺失,0,0,0,009995,,,,,,,,,,
20553,简称缺失,0,0,0,010004,,,,,,,,,,
20552,简称缺失,0,0,0,010214,,,,,,,,,,
20551,简称缺失,0,0,0,010236,,,,,,,,,,
20550,简称缺失,0,0,0,010372,,,,,,,,,,
20549,简称缺失,0,0,0,010392,,,,,,,,,,
20548,简称缺失,0,0,0,010422,,,,,,,,,,
20547,简称缺失,0,0,0,010655,,,,,,,,,,
20546,简称缺失,0,0,0,010791,,,,,,,,,,
20545,简称缺失,0,0,0,010827,,,,,,,,,,
20576,简称缺失,0,0,0,007509,,,,,,,,,,
20575,简称缺失,0,0,0,007818,,,,,,,,,,
20574,简称缺失,0,0,0,007950,,,,,,,,,,
20573,简称缺失,0,0,0,008021,,,,,,,,,,
20572,简称缺失,0,0,0,008087,,,,,,,,,,
20571,简称缺失,0,0,0,008182,,,,,,,,,,
20570,简称缺失,0,0,0,008187,,,,,,,,,,
20569,简称缺失,0,0,0,008282,,,,,,,,,,
20568,简称缺失,0,0,0,008319,,,,,,,,,,
20567,简称缺失,0,0,0,008327,,,,,,,,,,
20566,简称缺失,0,0,0,008419,,,,,,,,,,
20565,简称缺失,0,0,0,008532,,,,,,,,,,
20564,简称缺失,0,0,0,008586,,,,,,,,,,
20563,简称缺失,0,0,0,008920,,,,,,,,,,
20562,简称缺失,0,0,0,008981,,,,,,,,,,
20561,简称缺失,0,0,0,008987,,,,,,,,,,
20592,简称缺失,0,0,0,005633,,,,,,,,,,
20591,简称缺失,0,0,0,005763,,,,,,,,,,
20590,简称缺失,0,0,0,005919,,,,,,,,,,
20589,简称缺失,0,0,0,005963,,,,,,,,,,
20588,简称缺失,0,0,0,006249,,,,,,,,,,
20587,简称缺失,0,0,0,006328,,,,,,,,,,
20586,简称缺失,0,0,0,006503,,,,,,,,,,
20585,简称缺失,0,0,0,006594,,,,,,,,,,
20584,简称缺失,0,0,0,006888,,,,,,,,,,
20583,简称缺失,0,0,0,007029,,,,,,,,,,
20582,简称缺失,0,0,0,007127,,,,,,,,,,
20581,简称缺失,0,0,0,007301,,,,,,,,,,
20580,简称缺失,0,0,0,007356,,,,,,,,,,
20579,简称缺失,0,0,0,007450,,,,,,,,,,
20578,简称缺失,0,0,0,007465,,,,,,,,,,
20577,简称缺失,0,0,0,007491,,,,,,,,,,
20608,简称缺失,0,0,0,002112,,,,,,,,,,
20607,简称缺失,0,0,0,002170,,,,,,,,,,
20606,简称缺失,0,0,0,002207,,,,,,,,,,
20605,简称缺失,0,0,0,003305,,,,,,,,,,
20604,简称缺失,0,0,0,003766,,,,,,,,,,
20603,简称缺失,0,0,0,004195,,,,,,,,,,
20602,简称缺失,0,0,0,004235,,,,,,,,,,
20601,简称缺失,0,0,0,004237,,,,,,,,,,
20600,简称缺失,0,0,0,004241,,,,,,,,,,
20599,简称缺失,0,0,0,004343,,,,,,,,,,
20598,简称缺失,0,0,0,004348,,,,,,,,,,
20597,简称缺失,0,0,0,004433,,,,,,,,,,
20596,简称缺失,0,0,0,004744,,,,,,,,,,
20595,简称缺失,0,0,0,004815,,,,,,,,,,
20594,简称缺失,0,0,0,005300,,,,,,,,,,
20593,简称缺失,0,0,0,005491,,,,,,,,,,
18934,简称缺失,0,0,0,015389,,,,,,,,,,
18933,简称缺失,0,0,0,019514,,,,,,,,,,
18932,简称缺失,0,0,0,020398,,,,,,,,,,
18931,简称缺失,0,0,0,021031,,,,,,,,,,
18930,简称缺失,0,0,0,020635,,,,,,,,,,
18929,简称缺失,0,0,0,018957,,,,,,,,,,
18928,简称缺失,0,0,0,009645,,,,,,,,,,
20617,简称缺失,0,0,0,001301,,,,,,,,,,
20616,简称缺失,0,0,0,001407,,,,,,,,,,
20615,简称缺失,0,0,0,001557,,,,,,,,,,
20614,简称缺失,0,0,0,001593,,,,,,,,,,
20613,简称缺失,0,0,0,001618,,,,,,,,,,
20612,简称缺失,0,0,0,001770,,,,,,,,,,
20611,简称缺失,0,0,0,002036,,,,,,,,,,
20610,简称缺失,0,0,0,002052,,,,,,,,,,
20609,简称缺失,0,0,0,002096,,,,,,,,,,
18582,简称缺失,0,0,0,002052,,,,,,,,,,
18581,简称缺失,0,0,0,002096,,,,,,,,,,
18580,简称缺失,0,0,0,002112,,,,,,,,,,
18579,简称缺失,0,0,0,002170,,,,,,,,,,
18578,简称缺失,0,0,0,002207,,,,,,,,,,
18577,简称缺失,0,0,0,003305,,,,,,,,,,
18576,简称缺失,0,0,0,003766,,,,,,,,,,
18943,简称缺失,0,0,0,018994,,,,,,,,,,
18942,简称缺失,0,0,0,019548,,,,,,,,,,
18941,简称缺失,0,0,0,160424,,,,,,,,,,
18940,简称缺失,0,0,0,519022,,,,,,,,,,
18939,简称缺失,0,0,0,008888,,,,,,,,,,
18938,简称缺失,0,0,0,021500,,,,,,,,,,
18937,简称缺失,0,0,0,015857,,,,,,,,,,
18936,简称缺失,0,0,0,015290,,,,,,,,,,
18935,简称缺失,0,0,0,020662,,,,,,,,,,
18568,简称缺失,0,0,0,004744,,,,,,,,,,
18567,简称缺失,0,0,0,004815,,,,,,,,,,
18566,简称缺失,0,0,0,005300,,,,,,,,,,
18565,简称缺失,0,0,0,005491,,,,,,,,,,
18564,简称缺失,0,0,0,005633,,,,,,,,,,
18563,简称缺失,0,0,0,005763,,,,,,,,,,
18562,简称缺失,0,0,0,005919,,,,,,,,,,
18561,简称缺失,0,0,0,005963,,,,,,,,,,
18560,简称缺失,0,0,0,006249,,,,,,,,,,
18589,简称缺失,0,0,0,001301,,,,,,,,,,
18588,简称缺失,0,0,0,001407,,,,,,,,,,
18587,简称缺失,0,0,0,001557,,,,,,,,,,
18586,简称缺失,0,0,0,001593,,,,,,,,,,
18585,简称缺失,0,0,0,001618,,,,,,,,,,
18584,简称缺失,0,0,0,001770,,,,,,,,,,
18583,简称缺失,0,0,0,002036,,,,,,,,,,
18552,简称缺失,0,0,0,007356,,,,,,,,,,
18551,简称缺失,0,0,0,007450,,,,,,,,,,
18550,简称缺失,0,0,0,007465,,,,,,,,,,
18549,简称缺失,0,0,0,007491,,,,,,,,,,
18548,简称缺失,0,0,0,007509,,,,,,,,,,
18547,简称缺失,0,0,0,007818,,,,,,,,,,
18546,简称缺失,0,0,0,007950,,,,,,,,,,
18545,简称缺失,0,0,0,008021,,,,,,,,,,
18544,简称缺失,0,0,0,008087,,,,,,,,,,
18575,简称缺失,0,0,0,004195,,,,,,,,,,
18574,简称缺失,0,0,0,004235,,,,,,,,,,
18573,简称缺失,0,0,0,004237,,,,,,,,,,
18572,简称缺失,0,0,0,004241,,,,,,,,,,
18571,简称缺失,0,0,0,004343,,,,,,,,,,
18570,简称缺失,0,0,0,004348,,,,,,,,,,
18569,简称缺失,0,0,0,004433,,,,,,,,,,
18536,简称缺失,0,0,0,008586,,,,,,,,,,
18535,简称缺失,0,0,0,008920,,,,,,,,,,
18534,简称缺失,0,0,0,008981,,,,,,,,,,
18533,简称缺失,0,0,0,008987,,,,,,,,,,
18532,简称缺失,0,0,0,008989,,,,,,,,,,
18531,简称缺失,0,0,0,009034,,,,,,,,,,
18530,简称缺失,0,0,0,009478,,,,,,,,,,
18529,简称缺失,0,0,0,009505,,,,,,,,,,
18528,简称缺失,0,0,0,009708,,,,,,,,,,
18559,简称缺失,0,0,0,006328,,,,,,,,,,
18558,简称缺失,0,0,0,006503,,,,,,,,,,
18557,简称缺失,0,0,0,006594,,,,,,,,,,
18556,简称缺失,0,0,0,006888,,,,,,,,,,
18555,简称缺失,0,0,0,007029,,,,,,,,,,
18554,简称缺失,0,0,0,007127,,,,,,,,,,
18553,简称缺失,0,0,0,007301,,,,,,,,,,
18520,简称缺失,0,0,0,010422,,,,,,,,,,
18519,简称缺失,0,0,0,010655,,,,,,,,,,
18518,简称缺失,0,0,0,010791,,,,,,,,,,
18517,简称缺失,0,0,0,010827,,,,,,,,,,
18516,简称缺失,0,0,0,010865,,,,,,,,,,
18515,简称缺失,0,0,0,011036,,,,,,,,,,
18514,简称缺失,0,0,0,011068,,,,,,,,,,
18513,简称缺失,0,0,0,011117,,,,,,,,,,
18512,简称缺失,0,0,0,011120,,,,,,,,,,
18543,简称缺失,0,0,0,008182,,,,,,,,,,
18542,简称缺失,0,0,0,008187,,,,,,,,,,
18541,简称缺失,0,0,0,008282,,,,,,,,,,
18540,简称缺失,0,0,0,008319,,,,,,,,,,
18539,简称缺失,0,0,0,008327,,,,,,,,,,
18538,简称缺失,0,0,0,008419,,,,,,,,,,
18537,简称缺失,0,0,0,008532,,,,,,,,,,
18504,简称缺失,0,0,0,011412,,,,,,,,,,
18503,简称缺失,0,0,0,011452,,,,,,,,,,
18502,简称缺失,0,0,0,011499,,,,,,,,,,
18501,简称缺失,0,0,0,011584,,,,,,,,,,
18500,简称缺失,0,0,0,011609,,,,,,,,,,
18499,简称缺失,0,0,0,011613,,,,,,,,,,
18498,简称缺失,0,0,0,011615,,,,,,,,,,
18497,简称缺失,0,0,0,011840,,,,,,,,,,
18496,简称缺失,0,0,0,011892,,,,,,,,,,
18527,简称缺失,0,0,0,009727,,,,,,,,,,
18526,简称缺失,0,0,0,009995,,,,,,,,,,
18525,简称缺失,0,0,0,010004,,,,,,,,,,
18524,简称缺失,0,0,0,010214,,,,,,,,,,
18523,简称缺失,0,0,0,010236,,,,,,,,,,
18522,简称缺失,0,0,0,010372,,,,,,,,,,
18521,简称缺失,0,0,0,010392,,,,,,,,,,
18488,简称缺失,0,0,0,012908,,,,,,,,,,
18487,简称缺失,0,0,0,012970,,,,,,,,,,
18486,简称缺失,0,0,0,013010,,,,,,,,,,
18485,简称缺失,0,0,0,013277,,,,,,,,,,
18484,简称缺失,0,0,0,013305,,,,,,,,,,
18483,简称缺失,0,0,0,013311,,,,,,,,,,
18482,简称缺失,0,0,0,013340,,,,,,,,,,
18481,简称缺失,0,0,0,013466,,,,,,,,,,
18480,简称缺失,0,0,0,013533,,,,,,,,,,
18511,简称缺失,0,0,0,011145,,,,,,,,,,
18510,简称缺失,0,0,0,011237,,,,,,,,,,
18509,简称缺失,0,0,0,011301,,,,,,,,,,
18508,简称缺失,0,0,0,011306,,,,,,,,,,
18507,简称缺失,0,0,0,011329,,,,,,,,,,
18506,简称缺失,0,0,0,011370,,,,,,,,,,
18505,简称缺失,0,0,0,011400,,,,,,,,,,
18472,简称缺失,0,0,0,014162,,,,,,,,,,
18471,简称缺失,0,0,0,014243,,,,,,,,,,
18470,简称缺失,0,0,0,014320,,,,,,,,,,
18469,简称缺失,0,0,0,014345,,,,,,,,,,
18468,简称缺失,0,0,0,014377,,,,,,,,,,
18467,简称缺失,0,0,0,014544,,,,,,,,,,
18466,简称缺失,0,0,0,014642,,,,,,,,,,
18465,简称缺失,0,0,0,014662,,,,,,,,,,
18464,简称缺失,0,0,0,014728,,,,,,,,,,
18495,简称缺失,0,0,0,012125,,,,,,,,,,
18494,简称缺失,0,0,0,012429,,,,,,,,,,
18493,简称缺失,0,0,0,012553,,,,,,,,,,
18492,简称缺失,0,0,0,012630,,,,,,,,,,
18491,简称缺失,0,0,0,012651,,,,,,,,,,
18490,简称缺失,0,0,0,012734,,,,,,,,,,
18489,简称缺失,0,0,0,012895,,,,,,,,,,
18456,简称缺失,0,0,0,015642,,,,,,,,,,
18455,简称缺失,0,0,0,015683,,,,,,,,,,
18454,简称缺失,0,0,0,015686,,,,,,,,,,
18453,简称缺失,0,0,0,015690,,,,,,,,,,
18452,简称缺失,0,0,0,015751,,,,,,,,,,
18451,简称缺失,0,0,0,015868,,,,,,,,,,
18450,简称缺失,0,0,0,015877,,,,,,,,,,
18449,简称缺失,0,0,0,015947,,,,,,,,,,
18448,简称缺失,0,0,0,015968,,,,,,,,,,
18479,简称缺失,0,0,0,013620,,,,,,,,,,
18478,简称缺失,0,0,0,013642,,,,,,,,,,
18477,简称缺失,0,0,0,013811,,,,,,,,,,
18476,简称缺失,0,0,0,013841,,,,,,,,,,
18475,简称缺失,0,0,0,014130,,,,,,,,,,
18474,简称缺失,0,0,0,014143,,,,,,,,,,
18473,简称缺失,0,0,0,014156,,,,,,,,,,
20795,简称缺失,0,0,0,015290,,,,,,,,,,
20794,简称缺失,0,0,0,020662,,,,,,,,,,
20793,简称缺失,0,0,0,015389,,,,,,,,,,
20792,简称缺失,0,0,0,019514,,,,,,,,,,
20791,简称缺失,0,0,0,020398,,,,,,,,,,
20790,简称缺失,0,0,0,021031,,,,,,,,,,
20789,简称缺失,0,0,0,020635,,,,,,,,,,
20788,简称缺失,0,0,0,018957,,,,,,,,,,
20787,简称缺失,0,0,0,009645,,,,,,,,,,
18463,简称缺失,0,0,0,014855,,,,,,,,,,
18462,简称缺失,0,0,0,014954,,,,,,,,,,
18461,简称缺失,0,0,0,014985,,,,,,,,,,
18460,简称缺失,0,0,0,015039,,,,,,,,,,
18459,简称缺失,0,0,0,015144,,,,,,,,,,
18458,简称缺失,0,0,0,015454,,,,,,,,,,
18457,简称缺失,0,0,0,015508,,,,,,,,,,
20811,简称缺失,0,0,0,016068,,,,,,,,,,
20810,简称缺失,0,0,0,016238,,,,,,,,,,
20809,简称缺失,0,0,0,016283,,,,,,,,,,
20808,简称缺失,0,0,0,016371,,,,,,,,,,
20807,简称缺失,0,0,0,016465,,,,,,,,,,
20806,简称缺失,0,0,0,016600,,,,,,,,,,
20805,简称缺失,0,0,0,016616,,,,,,,,,,
20804,简称缺失,0,0,0,017437,,,,,,,,,,
20803,简称缺失,0,0,0,017811,,,,,,,,,,
20802,简称缺失,0,0,0,018994,,,,,,,,,,
20801,简称缺失,0,0,0,019548,,,,,,,,,,
20800,简称缺失,0,0,0,160424,,,,,,,,,,
20799,简称缺失,0,0,0,519022,,,,,,,,,,
20798,简称缺失,0,0,0,008888,,,,,,,,,,
20797,简称缺失,0,0,0,021500,,,,,,,,,,
20796,简称缺失,0,0,0,015857,,,,,,,,,,
20827,简称缺失,0,0,0,014985,,,,,,,,,,
20826,简称缺失,0,0,0,015039,,,,,,,,,,
20825,简称缺失,0,0,0,015144,,,,,,,,,,
20824,简称缺失,0,0,0,015454,,,,,,,,,,
20823,简称缺失,0,0,0,015508,,,,,,,,,,
20822,简称缺失,0,0,0,015642,,,,,,,,,,
20821,简称缺失,0,0,0,015683,,,,,,,,,,
20820,简称缺失,0,0,0,015686,,,,,,,,,,
20819,简称缺失,0,0,0,015690,,,,,,,,,,
20818,简称缺失,0,0,0,015751,,,,,,,,,,
20817,简称缺失,0,0,0,015868,,,,,,,,,,
20816,简称缺失,0,0,0,015877,,,,,,,,,,
20815,简称缺失,0,0,0,015947,,,,,,,,,,
20814,简称缺失,0,0,0,015968,,,,,,,,,,
20813,简称缺失,0,0,0,015971,,,,,,,,,,
20812,简称缺失,0,0,0,016049,,,,,,,,,,
20843,简称缺失,0,0,0,013811,,,,,,,,,,
20842,简称缺失,0,0,0,013841,,,,,,,,,,
20841,简称缺失,0,0,0,014130,,,,,,,,,,
20840,简称缺失,0,0,0,014143,,,,,,,,,,
20839,简称缺失,0,0,0,014156,,,,,,,,,,
20838,简称缺失,0,0,0,014162,,,,,,,,,,
20837,简称缺失,0,0,0,014243,,,,,,,,,,
20836,简称缺失,0,0,0,014320,,,,,,,,,,
20835,简称缺失,0,0,0,014345,,,,,,,,,,
20834,简称缺失,0,0,0,014377,,,,,,,,,,
20833,简称缺失,0,0,0,014544,,,,,,,,,,
20832,简称缺失,0,0,0,014642,,,,,,,,,,
20831,简称缺失,0,0,0,014662,,,,,,,,,,
20830,简称缺失,0,0,0,014728,,,,,,,,,,
20829,简称缺失,0,0,0,014855,,,,,,,,,,
20828,简称缺失,0,0,0,014954,,,,,,,,,,
20859,简称缺失,0,0,0,012553,,,,,,,,,,
20858,简称缺失,0,0,0,012630,,,,,,,,,,
20857,简称缺失,0,0,0,012651,,,,,,,,,,
20856,简称缺失,0,0,0,012734,,,,,,,,,,
20855,简称缺失,0,0,0,012895,,,,,,,,,,
20854,简称缺失,0,0,0,012908,,,,,,,,,,
20853,简称缺失,0,0,0,012970,,,,,,,,,,
20852,简称缺失,0,0,0,013010,,,,,,,,,,
20851,简称缺失,0,0,0,013277,,,,,,,,,,
20850,简称缺失,0,0,0,013305,,,,,,,,,,
20849,简称缺失,0,0,0,013311,,,,,,,,,,
20848,简称缺失,0,0,0,013340,,,,,,,,,,
20847,简称缺失,0,0,0,013466,,,,,,,,,,
20846,简称缺失,0,0,0,013533,,,,,,,,,,
20845,简称缺失,0,0,0,013620,,,,,,,,,,
20844,简称缺失,0,0,0,013642,,,,,,,,,,
20875,简称缺失,0,0,0,011301,,,,,,,,,,
20874,简称缺失,0,0,0,011306,,,,,,,,,,
20873,简称缺失,0,0,0,011329,,,,,,,,,,
20872,简称缺失,0,0,0,011370,,,,,,,,,,
20871,简称缺失,0,0,0,011400,,,,,,,,,,
20870,简称缺失,0,0,0,011412,,,,,,,,,,
20869,简称缺失,0,0,0,011452,,,,,,,,,,
20868,简称缺失,0,0,0,011499,,,,,,,,,,
20867,简称缺失,0,0,0,011584,,,,,,,,,,
20866,简称缺失,0,0,0,011609,,,,,,,,,,
20865,简称缺失,0,0,0,011613,,,,,,,,,,
20864,简称缺失,0,0,0,011615,,,,,,,,,,
20863,简称缺失,0,0,0,011840,,,,,,,,,,
20862,简称缺失,0,0,0,011892,,,,,,,,,,
20861,简称缺失,0,0,0,012125,,,,,,,,,,
20860,简称缺失,0,0,0,012429,,,,,,,,,,
20891,简称缺失,0,0,0,010004,,,,,,,,,,
20890,简称缺失,0,0,0,010214,,,,,,,,,,
20889,简称缺失,0,0,0,010236,,,,,,,,,,
20888,简称缺失,0,0,0,010372,,,,,,,,,,
20887,简称缺失,0,0,0,010392,,,,,,,,,,
20886,简称缺失,0,0,0,010422,,,,,,,,,,
20885,简称缺失,0,0,0,010655,,,,,,,,,,
20884,简称缺失,0,0,0,010791,,,,,,,,,,
20883,简称缺失,0,0,0,010827,,,,,,,,,,
20882,简称缺失,0,0,0,010865,,,,,,,,,,
20881,简称缺失,0,0,0,011036,,,,,,,,,,
20880,简称缺失,0,0,0,011068,,,,,,,,,,
20879,简称缺失,0,0,0,011117,,,,,,,,,,
20878,简称缺失,0,0,0,011120,,,,,,,,,,
20877,简称缺失,0,0,0,011145,,,,,,,,,,
20876,简称缺失,0,0,0,011237,,,,,,,,,,
20907,简称缺失,0,0,0,008282,,,,,,,,,,
20906,简称缺失,0,0,0,008319,,,,,,,,,,
